O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology,In Demand
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Computerized statistical packages,43232605,Analytical or scientific software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Computerized testing programs,43232605,Analytical or scientific software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Counseling software,43232605,Analytical or scientific software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Database application software,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Database software,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Email software,43233501,Electronic mail software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Ext JS,43232408,Web platform development software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",EZAnalyze,43232110,Spreadsheet software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Facebook,43232107,Web page creation and editing software,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",FileMaker Pro,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Google Classroom,43231507,Project management software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Google Docs,43232104,Word processing software,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Google Drive,43233513,Cloud-based data access and sharing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Google Meet,43233502,Video conferencing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",GroupMe,43233504,Instant messaging software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Healthcare common procedure coding system HCPCS,43232610,Medical software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Instant messaging software,43233504,Instant messaging software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Intrado SchoolMessenger,43233509,Mobile messaging service software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Kuder Navigator,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",LexisNexis,43232309,Information retrieval or search software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",LinkedIn,43232107,Web page creation and editing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",LogMeIn GoToMeeting,43233502,Video conferencing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Access,43232306,Data base user interface and query software,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Dynamics,43231602,Enterprise resource planning ERP software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Excel,43232110,Spreadsheet software,Y,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Internet Explorer,43232705,Internet browser software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Office software,43231513,Office suite software,Y,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Outlook,43233501,Electronic mail software,Y,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft PowerPoint,43232106,Presentation software,Y,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Project,43231507,Project management software,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Publisher,43232112,Desktop publishing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft SharePoint,43232202,Document management software,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft SQL Server Reporting Services SSRS,43232305,Data base reporting software,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Word,43232104,Word processing software,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Moodle,43232502,Computer based training software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Naviance Succeed,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",O*NET OnLine,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Oracle PeopleSoft,43231602,Enterprise resource planning ERP software,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Oracle Taleo,43231505,Human resources software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Orbius,43232107,Web page creation and editing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Padlet,43232502,Computer based training software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Palm Pal Transana,43231507,Project management software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Prezi,43232106,Presentation software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Productivity software,43231507,Project management software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Schoology,43232502,Computer based training software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Screencastify,43232103,Video creation and editing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",SmugMug Flickr,43232102,Graphics or photo imaging software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Social Solutions ETO,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Student information systems SIS software,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Web browser software,43232705,Internet browser software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Web page design and editing software,43232107,Web page creation and editing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Word processing software,43232104,Word processing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Yahoo! Email,43233501,Electronic mail software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Zoomerang,43232306,Data base user interface and query software,N,N
21-1013.00,Marriage and Family Therapists,Advantage Software Psych Advantage,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,American Medical Billing Software PMA,43231607,Billing and invoicing software,N,N
21-1013.00,Marriage and Family Therapists,Anasazi Software Client Data System,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,Beaver Creek Software The THERAPIST,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,Blueberry Harbor Software Clinical Record Keeper,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,Care Paths eRecord,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,Casamba Smart,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,Cornucopia Software Practice MAGIC,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,DocuTrac QuicDoc,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,eMDs Medisoft,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,EZ2Bill Confidant,43231607,Billing and invoicing software,N,N
21-1013.00,Marriage and Family Therapists,EZClaim medical billing software,43231607,Billing and invoicing software,N,N
21-1013.00,Marriage and Family Therapists,Google Meet,43233502,Video conferencing software,N,N
21-1013.00,Marriage and Family Therapists,Hypertext preprocessor PHP,43232408,Web platform development software,N,N
21-1013.00,Marriage and Family Therapists,Intuit QuickBooks,43231601,Accounting software,Y,N
21-1013.00,Marriage and Family Therapists,Mdansby The PsychReport,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,Microsoft Access,43232306,Data base user interface and query software,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft Excel,43232110,Spreadsheet software,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft Office software,43231513,Office suite software,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft Outlook,43233501,Electronic mail software,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft PowerPoint,43232106,Presentation software,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft Teams,43231507,Project management software,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft Word,43232104,Word processing software,Y,N
21-1013.00,Marriage and Family Therapists,Netsmart Technologies Helper,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,PM/2 Clinical Planner,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,PracticePRO Software Systems QuickPractice,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,Saner Software ShrinkRapt,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,SumTime Software SumTime,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,Synergistic Office Solutions SOS Case Manager,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,TheraManager,43232610,Medical software,N,N
21-1013.00,Marriage and Family Therapists,Web browser software,43232705,Internet browser software,N,N
21-1013.00,Marriage and Family Therapists,Zoom,43233502,Video conferencing software,Y,N
21-1014.00,Mental Health Counselors,Client information database systems,43232610,Medical software,N,N
21-1014.00,Mental Health Counselors,Database software,43232306,Data base user interface and query software,N,N
21-1014.00,Mental Health Counselors,Email software,43233501,Electronic mail software,N,N
21-1014.00,Mental Health Counselors,Google Classroom,43231507,Project management software,N,N
21-1014.00,Mental Health Counselors,Management information systems MIS,43231602,Enterprise resource planning ERP software,N,N
21-1014.00,Mental Health Counselors,Microsoft Access,43232306,Data base user interface and query software,Y,N
21-1014.00,Mental Health Counselors,Microsoft Dynamics,43231602,Enterprise resource planning ERP software,N,N
21-1014.00,Mental Health Counselors,Microsoft Excel,43232110,Spreadsheet software,Y,N
21-1014.00,Mental Health Counselors,Microsoft Internet Explorer,43232705,Internet browser software,N,N
21-1014.00,Mental Health Counselors,Microsoft Office software,43231513,Office suite software,Y,N
21-1014.00,Mental Health Counselors,Microsoft Outlook,43233501,Electronic mail software,Y,N
21-1014.00,Mental Health Counselors,Microsoft PowerPoint,43232106,Presentation software,Y,N
21-1014.00,Mental Health Counselors,Microsoft Word,43232104,Word processing software,Y,N
21-1014.00,Mental Health Counselors,Netscape Navigator,43232705,Internet browser software,N,N
21-1014.00,Mental Health Counselors,Office suite software,43231513,Office suite software,N,N
21-1014.00,Mental Health Counselors,Oracle PeopleSoft,43231602,Enterprise resource planning ERP software,Y,N
