O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology,In Demand
19-4071.00,Forest and Conservation Technicians,Microsoft Word,43232104,Word processing software,Y,N
19-4071.00,Forest and Conservation Technicians,PhoenixPRO Forest Activity Tracking,43232306,Data base user interface and query software,N,N
19-4071.00,Forest and Conservation Technicians,Photogrammetric software,43233506,Map creation software,N,N
19-4071.00,Forest and Conservation Technicians,Remote sensing software,43232605,Analytical or scientific software,N,N
19-4071.00,Forest and Conservation Technicians,RockWare ArcMap,43233506,Map creation software,N,N
19-4071.00,Forest and Conservation Technicians,Spreadsheet software,43232110,Spreadsheet software,N,N
19-4071.00,Forest and Conservation Technicians,Traverse PC,43233506,Map creation software,N,N
19-4071.00,Forest and Conservation Technicians,USDA Forest Vegetation Simulator FVS,43232605,Analytical or scientific software,N,N
19-4071.00,Forest and Conservation Technicians,Web browser software,43232705,Internet browser software,N,N
19-4071.00,Forest and Conservation Technicians,Word processing software,43232104,Word processing software,N,N
19-4092.00,Forensic Science Technicians,Adobe Photoshop,43232102,Graphics or photo imaging software,Y,N
19-4092.00,Forensic Science Technicians,Automated Biometric Identification System ABIS,43232306,Data base user interface and query software,N,N
19-4092.00,Forensic Science Technicians,Combined DNA Index System CODIS,43232306,Data base user interface and query software,N,N
19-4092.00,Forensic Science Technicians,Computer aided design and drafting CADD software,43232604,Computer aided design CAD software,N,N
19-4092.00,Forensic Science Technicians,Corel WordPerfect Office Suite,43231513,Office suite software,N,N
19-4092.00,Forensic Science Technicians,DataWorks Plus Digital CrimeScene,43232306,Data base user interface and query software,N,N
19-4092.00,Forensic Science Technicians,DesignWare 3D EyeWitness,43232102,Graphics or photo imaging software,N,N
19-4092.00,Forensic Science Technicians,DM2 Bills of Lading,43232605,Analytical or scientific software,N,N
19-4092.00,Forensic Science Technicians,Eos Systems PhotoModeler,43232102,Graphics or photo imaging software,N,N
19-4092.00,Forensic Science Technicians,Graphics software,43232102,Graphics or photo imaging software,N,N
19-4092.00,Forensic Science Technicians,Guidance Software EnCase Enterprise,43232605,Analytical or scientific software,N,Y
19-4092.00,Forensic Science Technicians,IBM Notes,43233501,Electronic mail software,N,N
19-4092.00,Forensic Science Technicians,Image enhancement software,43232102,Graphics or photo imaging software,N,N
19-4092.00,Forensic Science Technicians,Integrated Automated Fingerprint Identification System IAFIS,43232306,Data base user interface and query software,N,N
19-4092.00,Forensic Science Technicians,Laboratory information management system LIMS,43232605,Analytical or scientific software,N,N
19-4092.00,Forensic Science Technicians,Linux,43233004,Operating system software,Y,N
19-4092.00,Forensic Science Technicians,Microsoft Access,43232306,Data base user interface and query software,Y,N
19-4092.00,Forensic Science Technicians,Microsoft Excel,43232110,Spreadsheet software,Y,Y
19-4092.00,Forensic Science Technicians,Microsoft Office software,43231513,Office suite software,Y,Y
19-4092.00,Forensic Science Technicians,Microsoft Outlook,43233501,Electronic mail software,Y,Y
19-4092.00,Forensic Science Technicians,Microsoft PowerPoint,43232106,Presentation software,Y,Y
19-4092.00,Forensic Science Technicians,Microsoft Visio,43231518,Process mapping and design software,Y,N
19-4092.00,Forensic Science Technicians,Microsoft Word,43232104,Word processing software,Y,N
19-4092.00,Forensic Science Technicians,Mideo Systems EZDoc Plus,43232102,Graphics or photo imaging software,N,N
19-4092.00,Forensic Science Technicians,Midwest Information Systems PAX-it,43232102,Graphics or photo imaging software,N,N
19-4092.00,Forensic Science Technicians,National Crime Information Center (NCIC) database,43232306,Data base user interface and query software,N,N
19-4092.00,Forensic Science Technicians,National Integrated Ballistics Information Network NIBIN,43232306,Data base user interface and query software,N,N
19-4092.00,Forensic Science Technicians,SmartDraw Legal,43232102,Graphics or photo imaging software,N,N
19-4092.00,Forensic Science Technicians,The CAD Zone The Crime Zone,43232102,Graphics or photo imaging software,N,N
19-4092.00,Forensic Science Technicians,Trancite Logic Systems ScenePD,43232102,Graphics or photo imaging software,N,N
19-4092.00,Forensic Science Technicians,Visual Statement Vista FX3 CSI,43232102,Graphics or photo imaging software,N,N
19-4092.00,Forensic Science Technicians,Web browser software,43232705,Internet browser software,N,N
19-4092.00,Forensic Science Technicians,Word processing software,43232104,Word processing software,N,N
19-4099.01,Quality Control Analysts,Adobe Acrobat,43232202,Document management software,Y,N
19-4099.01,Quality Control Analysts,Atlassian JIRA,43232201,Content workflow software,Y,N
19-4099.01,Quality Control Analysts,Borland SilkTest,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,C,43232402,Development environment software,Y,N
19-4099.01,Quality Control Analysts,Code profilers,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,Database software,43232306,Data base user interface and query software,N,N
19-4099.01,Quality Control Analysts,dBASE,43232306,Data base user interface and query software,N,N
19-4099.01,Quality Control Analysts,Eko,43232702,Desktop communications software,N,N
19-4099.01,Quality Control Analysts,Extensible markup language XML,43232403,Enterprise application integration software,Y,N
19-4099.01,Quality Control Analysts,FileMaker Pro,43232306,Data base user interface and query software,N,N
19-4099.01,Quality Control Analysts,Hewlett Packard LoadRunner,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,Hewlett Packard QuickTest Professional,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,Hypertext markup language HTML,43232408,Web platform development software,Y,N
19-4099.01,Quality Control Analysts,IBM Notes,43233501,Electronic mail software,N,N
19-4099.01,Quality Control Analysts,IBM Rational Functional Tester,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,IBM Rational Robot,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,JavaScript,43232408,Web platform development software,Y,N
19-4099.01,Quality Control Analysts,Laboratory information management system LIMS,43232605,Analytical or scientific software,N,N
19-4099.01,Quality Control Analysts,LabWare LIMS,43232605,Analytical or scientific software,N,N
19-4099.01,Quality Control Analysts,Micro Focus TestPartner,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,Microsoft Access,43232306,Data base user interface and query software,Y,N
19-4099.01,Quality Control Analysts,Microsoft ASP.NET,43232408,Web platform development software,Y,N
19-4099.01,Quality Control Analysts,Microsoft Excel,43232110,Spreadsheet software,Y,Y
19-4099.01,Quality Control Analysts,Microsoft Internet Explorer,43232705,Internet browser software,N,N
19-4099.01,Quality Control Analysts,Microsoft Internet Information Services (IIS),43232313,Transaction server software,N,N
19-4099.01,Quality Control Analysts,Microsoft Office software,43231513,Office suite software,Y,Y
19-4099.01,Quality Control Analysts,Microsoft Outlook,43233501,Electronic mail software,Y,Y
19-4099.01,Quality Control Analysts,Microsoft PowerPoint,43232106,Presentation software,Y,Y
19-4099.01,Quality Control Analysts,Microsoft Project,43231507,Project management software,Y,N
19-4099.01,Quality Control Analysts,Microsoft SharePoint,43232202,Document management software,Y,N
19-4099.01,Quality Control Analysts,Microsoft SQL Server,43232306,Data base user interface and query software,Y,N
19-4099.01,Quality Control Analysts,Microsoft Visio,43231518,Process mapping and design software,Y,N
19-4099.01,Quality Control Analysts,Microsoft Visual Basic,43232402,Development environment software,Y,N
19-4099.01,Quality Control Analysts,Microsoft Visual Studio Test Professional,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,Microsoft Windows,43233004,Operating system software,Y,N
19-4099.01,Quality Control Analysts,Microsoft Word,43232104,Word processing software,Y,Y
19-4099.01,Quality Control Analysts,Minitab,43232605,Analytical or scientific software,N,N
19-4099.01,Quality Control Analysts,National Instruments LabVIEW,43232402,Development environment software,N,N
19-4099.01,Quality Control Analysts,Parasoft SOAtest,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,Relational database management software,43232304,Data base management system software,N,N
19-4099.01,Quality Control Analysts,SAP BusinessObjects Crystal Reports,43232305,Data base reporting software,N,N
19-4099.01,Quality Control Analysts,SAP software,43231602,Enterprise resource planning ERP software,Y,Y
19-4099.01,Quality Control Analysts,Selenium,43232406,Program testing software,Y,N
19-4099.01,Quality Control Analysts,SmartBear Software AutomatedQA TestComplete,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,SmugMug Flickr,43232102,Graphics or photo imaging software,N,N
19-4099.01,Quality Control Analysts,Sparta Systems TrackWise,43232606,Compliance software,N,Y
19-4099.01,Quality Control Analysts,Spreadsheet software,43232110,Spreadsheet software,N,N
19-4099.01,Quality Control Analysts,Structured query language SQL,43232306,Data base user interface and query software,Y,N
19-4099.01,Quality Control Analysts,Test automation software,43232605,Analytical or scientific software,N,N
19-4099.01,Quality Control Analysts,The MathWorks MATLAB,43232605,Analytical or scientific software,Y,N
19-4099.01,Quality Control Analysts,Watir,43232406,Program testing software,N,N
19-4099.01,Quality Control Analysts,Word processing software,43232104,Word processing software,N,N
19-4099.03,Remote Sensing Technicians,Adobe Creative Cloud software,43232102,Graphics or photo imaging software,Y,N
19-4099.03,Remote Sensing Technicians,Adobe Photoshop,43232102,Graphics or photo imaging software,Y,N
19-4099.03,Remote Sensing Technicians,Aeronautical charts,43232105,Charting software,N,N
19-4099.03,Remote Sensing Technicians,Agisoft Metashape,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Airdata,43231507,Project management software,N,N
19-4099.03,Remote Sensing Technicians,AJAX,43232408,Web platform development software,Y,N
19-4099.03,Remote Sensing Technicians,Amazon Elastic Compute Cloud EC2,43232306,Data base user interface and query software,Y,N
19-4099.03,Remote Sensing Technicians,Amazon Web Services AWS software,43232306,Data base user interface and query software,Y,N
19-4099.03,Remote Sensing Technicians,Ansible software,43231511,Expert system software,Y,N
19-4099.03,Remote Sensing Technicians,Applied Imagery Quick Terrain Modeler,43233506,Map creation software,N,N
19-4099.03,Remote Sensing Technicians,ArduPilot Mission Planner,43232601,Aviation ground support software,N,N
19-4099.03,Remote Sensing Technicians,Atlassian Confluence,43231507,Project management software,Y,N
19-4099.03,Remote Sensing Technicians,Atlassian JIRA,43231507,Project management software,Y,N
19-4099.03,Remote Sensing Technicians,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y,N
19-4099.03,Remote Sensing Technicians,BAE Systems SOCET SET,43233506,Map creation software,N,N
19-4099.03,Remote Sensing Technicians,Bentley MicroStation,43232604,Computer aided design CAD software,Y,N
19-4099.03,Remote Sensing Technicians,C,43232402,Development environment software,Y,Y
19-4099.03,Remote Sensing Technicians,C#,43232405,Object or component oriented development software,Y,N
19-4099.03,Remote Sensing Technicians,C++,43232405,Object or component oriented development software,Y,Y
19-4099.03,Remote Sensing Technicians,Calibration software,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Cascading style sheets CSS,43232408,Web platform development software,Y,N
19-4099.03,Remote Sensing Technicians,CloudCompare,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Common MASINT Exploitation Tool COMET,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Corpscon,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Debugging software,43232406,Program testing software,N,N
19-4099.03,Remote Sensing Technicians,Definiens Developer,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Enterprise resource planning ERP software,43231602,Enterprise resource planning ERP software,N,N
19-4099.03,Remote Sensing Technicians,ESRI ArcCatalog,43232510,Geographic information system,N,N
19-4099.03,Remote Sensing Technicians,ESRI ArcGIS software,43232510,Geographic information system,Y,Y
19-4099.03,Remote Sensing Technicians,ESRI ArcMap,43232510,Geographic information system,N,N
19-4099.03,Remote Sensing Technicians,ESRI ArcView 3D Analyst,43232510,Geographic information system,N,N
19-4099.03,Remote Sensing Technicians,ESRI Site Scan for ArcGIS,43233506,Map creation software,N,N
19-4099.03,Remote Sensing Technicians,FLIR Thermal Studio Suite,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,GeoCue LIDAR and drone mapping software,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,GeoCue PointVue LE,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Geographic information system GIS systems,43232510,Geographic information system,N,Y
19-4099.03,Remote Sensing Technicians,Git,43232203,File versioning software,Y,N
19-4099.03,Remote Sensing Technicians,GitHub,43232701,Application server software,Y,N
19-4099.03,Remote Sensing Technicians,Global positioning system GPS software,43233511,Mobile location based services software,N,N
19-4099.03,Remote Sensing Technicians,Google Analytics,43232307,Data mining software,Y,N
19-4099.03,Remote Sensing Technicians,Hypertext markup language HTML,43232408,Web platform development software,Y,N
19-4099.03,Remote Sensing Technicians,Hypertext preprocessor PHP,43232408,Web platform development software,N,N
19-4099.03,Remote Sensing Technicians,Interface definition language IDL,43232402,Development environment software,N,N
19-4099.03,Remote Sensing Technicians,ITT Visual Information Solutions ENVI,43233506,Map creation software,N,N
19-4099.03,Remote Sensing Technicians,JavaScript,43232408,Web platform development software,Y,N
19-4099.03,Remote Sensing Technicians,jQuery,43232408,Web platform development software,Y,N
19-4099.03,Remote Sensing Technicians,Kitty Hawk,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Laser imaging detection and ranging LIDAR system,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Leica Geosystems ERDAS IMAGINE,43233506,Map creation software,N,N
19-4099.03,Remote Sensing Technicians,Linux,43233004,Operating system software,Y,N
19-4099.03,Remote Sensing Technicians,Litchi,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,LP360,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Magellan Firmware,43233004,Operating system software,N,N
19-4099.03,Remote Sensing Technicians,Mathsoft Mathcad,43232604,Computer aided design CAD software,N,N
19-4099.03,Remote Sensing Technicians,Microsoft .NET Framework,43232402,Development environment software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft Access,43232306,Data base user interface and query software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft Azure software,43232402,Development environment software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft Excel,43232110,Spreadsheet software,Y,Y
19-4099.03,Remote Sensing Technicians,Microsoft Image Composite Editor,43232102,Graphics or photo imaging software,N,N
19-4099.03,Remote Sensing Technicians,Microsoft Office software,43231513,Office suite software,Y,Y
19-4099.03,Remote Sensing Technicians,Microsoft Outlook,43233501,Electronic mail software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft PowerPoint,43232106,Presentation software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft PowerShell,43232402,Development environment software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft Project,43231507,Project management software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft SQL Server,43232304,Data base management system software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft Visual Studio,43232402,Development environment software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft Windows,43233004,Operating system software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft Windows Server,43233004,Operating system software,Y,N
19-4099.03,Remote Sensing Technicians,Microsoft Word,43232104,Word processing software,Y,N
19-4099.03,Remote Sensing Technicians,MySQL,43232304,Data base management system software,Y,N
19-4099.03,Remote Sensing Technicians,OpenDroneMap,43233506,Map creation software,N,N
19-4099.03,Remote Sensing Technicians,Opticks,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Oracle Database,43232306,Data base user interface and query software,Y,N
19-4099.03,Remote Sensing Technicians,Oracle Java,43232405,Object or component oriented development software,Y,N
19-4099.03,Remote Sensing Technicians,Perl,43232405,Object or component oriented development software,Y,N
19-4099.03,Remote Sensing Technicians,Pix4D Pix4Dmapper,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,Python,43232405,Object or component oriented development software,Y,Y
19-4099.03,Remote Sensing Technicians,QGIS,43232510,Geographic information system,N,Y
19-4099.03,Remote Sensing Technicians,R,43232405,Object or component oriented development software,Y,Y
19-4099.03,Remote Sensing Technicians,React,43232408,Web platform development software,Y,N
19-4099.03,Remote Sensing Technicians,Salesforce software,43232303,Customer relationship management CRM software,Y,N
19-4099.03,Remote Sensing Technicians,SAP software,43231602,Enterprise resource planning ERP software,Y,N
19-4099.03,Remote Sensing Technicians,SAS,43232605,Analytical or scientific software,Y,N
19-4099.03,Remote Sensing Technicians,ServiceNow,43232306,Data base user interface and query software,Y,N
19-4099.03,Remote Sensing Technicians,Shell script,43233004,Operating system software,Y,N
19-4099.03,Remote Sensing Technicians,Splunk Enterprise,43232806,Cloud-based management software,Y,N
19-4099.03,Remote Sensing Technicians,Structure query language SQL,43232306,Data base user interface and query software,N,N
19-4099.03,Remote Sensing Technicians,Structured query language SQL,43232306,Data base user interface and query software,Y,N
19-4099.03,Remote Sensing Technicians,Terrasolid TerraScan,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,The MathWorks MATLAB,43232605,Analytical or scientific software,Y,Y
19-4099.03,Remote Sensing Technicians,UgCS,43232605,Analytical or scientific software,N,N
19-4099.03,Remote Sensing Technicians,UNIX,43233004,Operating system software,Y,N
19-4099.03,Remote Sensing Technicians,UNIX Shell,43233004,Operating system software,Y,N
19-4099.03,Remote Sensing Technicians,Verilog,43232402,Development environment software,N,N
19-4099.03,Remote Sensing Technicians,VMware,43232302,Clustering software,N,N
19-4099.03,Remote Sensing Technicians,Web browser software,43232705,Internet browser software,N,N
19-5011.00,Occupational Health and Safety Specialists,Curtis Management Resources Training Management System,43232306,Data base user interface and query software,N,N
19-5011.00,Occupational Health and Safety Specialists,Database software,43232306,Data base user interface and query software,N,N
19-5011.00,Occupational Health and Safety Specialists,EcoLogic ADAM Indoor Air Quality and Analytical Data Management,43232306,Data base user interface and query software,N,N
19-5011.00,Occupational Health and Safety Specialists,ESS Compliance Suite,43232606,Compliance software,N,N
19-5011.00,Occupational Health and Safety Specialists,ImageWave MSDSFinder,43232306,Data base user interface and query software,N,N
19-5011.00,Occupational Health and Safety Specialists,Mannus Compliance: EHS,43232606,Compliance software,N,N
19-5011.00,Occupational Health and Safety Specialists,Medgate Enterprise EHS,43232306,Data base user interface and query software,N,N
19-5011.00,Occupational Health and Safety Specialists,Microsoft Access,43232306,Data base user interface and query software,Y,N
19-5011.00,Occupational Health and Safety Specialists,Microsoft Active Server Pages ASP,43232408,Web platform development software,Y,N
19-5011.00,Occupational Health and Safety Specialists,Microsoft Excel,43232110,Spreadsheet software,Y,Y
19-5011.00,Occupational Health and Safety Specialists,Microsoft Office software,43231513,Office suite software,Y,Y
19-5011.00,Occupational Health and Safety Specialists,Microsoft Outlook,43233501,Electronic mail software,Y,Y
19-5011.00,Occupational Health and Safety Specialists,Microsoft PowerPoint,43232106,Presentation software,Y,Y
19-5011.00,Occupational Health and Safety Specialists,Microsoft Project,43231507,Project management software,Y,N
19-5011.00,Occupational Health and Safety Specialists,Microsoft SharePoint,43232202,Document management software,Y,N
19-5011.00,Occupational Health and Safety Specialists,Microsoft Windows,43233004,Operating system software,Y,N
19-5011.00,Occupational Health and Safety Specialists,Microsoft Word,43232104,Word processing software,Y,Y
19-5011.00,Occupational Health and Safety Specialists,Primatech AUDITWorks,43232606,Compliance software,N,N
19-5011.00,Occupational Health and Safety Specialists,Quality Systems Incorporated Safety Tagging System,43232306,Data base user interface and query software,N,N
19-5011.00,Occupational Health and Safety Specialists,RAE Systems HazRAE,43232306,Data base user interface and query software,N,N
19-5011.00,Occupational Health and Safety Specialists,Safety Software OSHALOG 300,43232306,Data base user interface and query software,N,N
19-5011.00,Occupational Health and Safety Specialists,SAP software,43231602,Enterprise resource planning ERP software,Y,N
19-5011.00,Occupational Health and Safety Specialists,Web browser software,43232705,Internet browser software,N,N
19-5011.00,Occupational Health and Safety Specialists,Word processing software,43232104,Word processing software,N,N
19-5012.00,Occupational Health and Safety Technicians,Brady Lockout Pro,43232306,Data base user interface and query software,N,N
19-5012.00,Occupational Health and Safety Technicians,Database software,43232306,Data base user interface and query software,N,N
19-5012.00,Occupational Health and Safety Technicians,Email software,43233501,Electronic mail software,N,N
19-5012.00,Occupational Health and Safety Technicians,Graphics software,43232102,Graphics or photo imaging software,N,N
19-5012.00,Occupational Health and Safety Technicians,Industrial Scientific iNET,43232608,Industrial control software,N,N
19-5012.00,Occupational Health and Safety Technicians,Microsoft Access,43232306,Data base user interface and query software,Y,N
19-5012.00,Occupational Health and Safety Technicians,Microsoft Excel,43232110,Spreadsheet software,Y,Y
19-5012.00,Occupational Health and Safety Technicians,Microsoft Office software,43231513,Office suite software,Y,Y
19-5012.00,Occupational Health and Safety Technicians,Microsoft Outlook,43233501,Electronic mail software,Y,Y
19-5012.00,Occupational Health and Safety Technicians,Microsoft PowerPoint,43232106,Presentation software,Y,Y
19-5012.00,Occupational Health and Safety Technicians,Microsoft SharePoint,43232202,Document management software,Y,N
19-5012.00,Occupational Health and Safety Technicians,Microsoft Word,43232104,Word processing software,Y,Y
19-5012.00,Occupational Health and Safety Technicians,Presentation software,43232106,Presentation software,N,N
19-5012.00,Occupational Health and Safety Technicians,QuestSuite Professional,43232608,Industrial control software,N,N
19-5012.00,Occupational Health and Safety Technicians,Remedy Interactive iMitigate,43232306,Data base user interface and query software,N,N
19-5012.00,Occupational Health and Safety Technicians,SAP software,43231602,Enterprise resource planning ERP software,Y,N
19-5012.00,Occupational Health and Safety Technicians,Spreadsheet software,43232110,Spreadsheet software,N,N
19-5012.00,Occupational Health and Safety Technicians,Statistical analysis software,43232605,Analytical or scientific software,N,N
19-5012.00,Occupational Health and Safety Technicians,TapRooT,43232605,Analytical or scientific software,N,N
19-5012.00,Occupational Health and Safety Technicians,Teleconferencing software,43233502,Video conferencing software,N,N
19-5012.00,Occupational Health and Safety Technicians,Web browser software,43232705,Internet browser software,N,N
19-5012.00,Occupational Health and Safety Technicians,Word processing software,43232104,Word processing software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,ACMS Casewatch Millenium,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Addison Health Systems WritePad EHR,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Allscripts Canopy,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Anasazi Software Assessment and Treatment Plan Systems,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Athena Software Penelope Case Management,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Cadence Solutions extendedReach,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Case management software,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,CaseManagement.com E-Reports,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Client System,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,danic Technology,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Database software,43232306,Data base user interface and query software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Economic Analysis Group EAG CaseTrack,43232306,Data base user interface and query software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Email software,43233501,Electronic mail software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,IBM Lotus Notes,43233501,Electronic mail software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,IMA Technologies CaseTrakker,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Libera System7,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Microsoft Excel,43232110,Spreadsheet software,Y,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Microsoft Office software,43231513,Office suite software,Y,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Microsoft Outlook,43233501,Electronic mail software,Y,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Microsoft PowerPoint,43232106,Presentation software,Y,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Microsoft Word,43232104,Word processing software,Y,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Online informational database software,43232306,Data base user interface and query software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Practice Technology Prevail,43231507,Project management software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Presentation software,43232106,Presentation software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Scheduling software,43232108,Calendar and scheduling software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Spreadsheet software,43232110,Spreadsheet software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Statistical software,43232605,Analytical or scientific software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,STI Computer Services ChartMaker,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Varian Medical Systems,43232610,Medical software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Web browser software,43232705,Internet browser software,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Word processing software,43232104,Word processing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",ACT Discover,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",ACT WorkKeys,43232605,Analytical or scientific software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Adobe ActionScript,43232402,Development environment software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Adobe Photoshop,43232102,Graphics or photo imaging software,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Athena Software Penelope Case Management,43232610,Medical software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Blackbaud The Raiser's Edge,43232303,Customer relationship management CRM software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Blackboard software,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Blackboard Wimba,43232106,Presentation software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Bloomz,43232702,Desktop communications software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career Cruising,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career decision-making programs,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career Dimensions Focus 2,43232605,Analytical or scientific software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career management systems CMS,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career Zone,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Centers for Disease Control and Prevention CDC WONDER,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Centers for Disease Control and Prevention Epi Info,43232605,Analytical or scientific software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Chat software,43233503,Network conferencing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Coin Educational Products Climb K-5 Online,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Coin Educational Products Coin Jr.,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",College Central Network Career Services Central,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Common Curriculum,43232502,Computer based training software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Computer-assisted career guidance software,43232306,Data base user interface and query software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Computer-assisted live supervision,43232801,Network monitoring software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Computerized diagnostic programs,43232605,Analytical or scientific software,N,N
